File name	rwta_29_d2.kcd
Result analysis file name	rwta_29_d2_2p.raf
Subject	v016_RWTA_22_28_29_3
Gender	
Age
Memo
Free comment 1	Patient identificati	RWTA22, RWTA28, RWTA29, RWTA39
Free comment 2	Recording identifica	C:\Users\olsonra\Desktop\EDF_c
Free comment 3	Start time	07/19/2018 07:00:00
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
7/19/2018 07:20:48	312	W	0	
7/19/2018 07:20:52	313	W	0	
7/19/2018 07:20:56	314	W	0	
7/19/2018 07:21:00	315	W	0	
7/19/2018 07:21:04	316	W	0	
7/19/2018 07:21:08	317	W	0	
7/19/2018 07:21:12	318	W	0	
7/19/2018 07:21:16	319	W	0	
7/19/2018 07:21:20	320	W	0	
7/19/2018 07:21:24	321	W	0	
7/19/2018 07:21:28	322	W	0	
7/19/2018 07:21:32	323	W	0	
7/19/2018 07:21:36	324	W	0	
7/19/2018 07:21:40	325	W	0	
7/19/2018 07:21:44	326	W	0	
7/19/2018 07:21:48	327	W	0	
7/19/2018 07:21:52	328	W	0	
7/19/2018 07:21:56	329	W	0	
7/19/2018 07:22:00	330	W	0	
7/19/2018 07:22:04	331	W	0	
7/19/2018 07:22:08	332	W	0	
7/19/2018 07:22:12	333	W	0	
7/19/2018 07:22:16	334	W	0	
7/19/2018 07:22:20	335	W	0	
7/19/2018 07:22:24	336	W	0	
7/19/2018 07:22:28	337	W	0	
7/19/2018 07:22:32	338	W	0	
7/19/2018 07:22:36	339	W	0	
7/19/2018 07:22:40	340	W	0	
7/19/2018 07:22:44	341	W	0	
7/19/2018 07:22:48	342	W	0	
7/19/2018 07:22:52	343	W	0	
7/19/2018 07:22:56	344	W	0	
7/19/2018 07:23:00	345	W	0	
7/19/2018 07:23:04	346	W	0	
7/19/2018 07:23:08	347	W	0	
7/19/2018 07:23:12	348	W	0	
7/19/2018 07:23:16	349	W	0	
7/19/2018 07:23:20	350	W	0	
7/19/2018 07:23:24	351	W	0	
7/19/2018 07:23:28	352	W	0	
7/19/2018 07:23:32	353	W	0	
7/19/2018 07:23:36	354	W	0	
7/19/2018 07:23:40	355	W	0	
7/19/2018 07:23:44	356	W	0	
7/19/2018 07:23:48	357	W	0	
7/19/2018 07:23:52	358	W	0	
7/19/2018 07:23:56	359	W	0	
7/19/2018 07:24:00	360	W	0	
7/19/2018 07:24:04	361	W	0	
7/19/2018 07:24:08	362	W	0	
7/19/2018 07:24:12	363	W	0	
7/19/2018 07:24:16	364	W	0	
7/19/2018 07:24:20	365	W	0	
7/19/2018 07:24:24	366	W	0	
7/19/2018 07:24:28	367	W	0	
7/19/2018 07:24:32	368	W	0	
7/19/2018 07:24:36	369	W	0	
7/19/2018 07:24:40	370	W	0	
7/19/2018 07:24:44	371	W	0	
7/19/2018 07:24:48	372	W	0	
7/19/2018 07:24:52	373	W	0	
7/19/2018 07:24:56	374	W	0	
7/19/2018 07:25:00	375	W	0	
7/19/2018 07:25:04	376	W	0	
7/19/2018 07:25:08	377	W	0	
7/19/2018 07:25:12	378	W	0	
7/19/2018 07:25:16	379	W	0	
7/19/2018 07:25:20	380	W	0	
7/19/2018 07:25:24	381	W	0	
7/19/2018 07:25:28	382	W	0	
7/19/2018 07:25:32	383	W	0	
7/19/2018 07:25:36	384	W	0	
7/19/2018 07:25:40	385	W	0	
7/19/2018 07:25:44	386	W	0	
7/19/2018 07:25:48	387	W	0	
7/19/2018 07:25:52	388	W	0	
7/19/2018 07:25:56	389	W	0	
7/19/2018 07:26:00	390	W	0	
7/19/2018 07:26:04	391	W	0	
7/19/2018 07:26:08	392	W	0	
7/19/2018 07:26:12	393	W	0	
7/19/2018 07:26:16	394	W	0	
7/19/2018 07:26:20	395	W	0	
7/19/2018 07:26:24	396	W	0	
7/19/2018 07:26:28	397	W	0	
7/19/2018 07:26:32	398	W	0	
7/19/2018 07:26:36	399	W	0	
7/19/2018 07:26:40	400	W	0	
7/19/2018 07:26:44	401	W	0	
7/19/2018 07:26:48	402	W	0	
7/19/2018 07:26:52	403	W	0	
7/19/2018 07:26:56	404	W	0	
7/19/2018 07:27:00	405	W	0	
7/19/2018 07:27:04	406	W	0	
7/19/2018 07:27:08	407	W	0	
7/19/2018 07:27:12	408	W	0	
7/19/2018 07:27:16	409	W	0	
7/19/2018 07:27:20	410	W	0	
7/19/2018 07:27:24	411	W	0	
7/19/2018 07:27:28	412	W	0	
7/19/2018 07:27:32	413	W	0	
7/19/2018 07:27:36	414	W	0	
7/19/2018 07:27:40	415	W	0	
7/19/2018 07:27:44	416	W	0	
7/19/2018 07:27:48	417	W	0	
7/19/2018 07:27:52	418	W	0	
7/19/2018 07:27:56	419	W	0	
7/19/2018 07:28:00	420	W	0	
7/19/2018 07:28:04	421	W	0	
7/19/2018 07:28:08	422	W	0	
7/19/2018 07:28:12	423	W	0	
7/19/2018 07:28:16	424	W	0	
7/19/2018 07:28:20	425	W	0	
7/19/2018 07:28:24	426	W	0	
7/19/2018 07:28:28	427	W	0	
7/19/2018 07:28:32	428	W	0	
7/19/2018 07:28:36	429	W	0	
7/19/2018 07:28:40	430	W	0	
7/19/2018 07:28:44	431	W	0	
7/19/2018 07:28:48	432	W	0	
7/19/2018 07:28:52	433	W	0	
7/19/2018 07:28:56	434	W	0	
7/19/2018 07:29:00	435	W	0	
7/19/2018 07:29:04	436	W	0	
7/19/2018 07:29:08	437	W	0	
7/19/2018 07:29:12	438	W	0	
7/19/2018 07:29:16	439	W	0	
7/19/2018 07:29:20	440	W	0	
7/19/2018 07:29:24	441	W	0	
7/19/2018 07:29:28	442	W	0	
7/19/2018 07:29:32	443	W	0	
7/19/2018 07:29:36	444	W	0	
7/19/2018 07:29:40	445	W	0	
7/19/2018 07:29:44	446	W	0	
7/19/2018 07:29:48	447	W	0	
7/19/2018 07:29:52	448	W	0	
7/19/2018 07:29:56	449	W	0	
7/19/2018 07:30:00	450	W	0	
7/19/2018 07:30:04	451	W	0	
7/19/2018 07:30:08	452	W	0	
7/19/2018 07:30:12	453	W	0	
7/19/2018 07:30:16	454	W	0	
7/19/2018 07:30:20	455	W	0	
7/19/2018 07:30:24	456	W	0	
7/19/2018 07:30:28	457	W	0	
7/19/2018 07:30:32	458	W	0	
7/19/2018 07:30:36	459	W	0	
7/19/2018 07:30:40	460	W	0	
7/19/2018 07:30:44	461	W	0	
7/19/2018 07:30:48	462	W	0	
7/19/2018 07:30:52	463	W	0	
7/19/2018 07:30:56	464	W	0	
7/19/2018 07:31:00	465	W	0	
7/19/2018 07:31:04	466	W	0	
7/19/2018 07:31:08	467	W	0	
7/19/2018 07:31:12	468	W	0	
7/19/2018 07:31:16	469	W	0	
7/19/2018 07:31:20	470	W	0	
7/19/2018 07:31:24	471	W	0	
7/19/2018 07:31:28	472	W	0	
7/19/2018 07:31:32	473	W	0	
7/19/2018 07:31:36	474	W	0	
7/19/2018 07:31:40	475	W	0	
7/19/2018 07:31:44	476	W	0	
7/19/2018 07:31:48	477	W	0	
7/19/2018 07:31:52	478	W	0	
7/19/2018 07:31:56	479	W	0	
7/19/2018 07:32:00	480	W	0	
7/19/2018 07:32:04	481	W	0	
7/19/2018 07:32:08	482	W	0	
7/19/2018 07:32:12	483	W	0	
7/19/2018 07:32:16	484	W	0	
7/19/2018 07:32:20	485	W	0	
7/19/2018 07:32:24	486	W	0	
7/19/2018 07:32:28	487	W	0	
7/19/2018 07:32:32	488	W	0	
7/19/2018 07:32:36	489	W	0	
7/19/2018 07:32:40	490	W	0	
7/19/2018 07:32:44	491	W	0	
7/19/2018 07:32:48	492	W	0	
7/19/2018 07:32:52	493	W	0	
7/19/2018 07:32:56	494	W	0	
7/19/2018 07:33:00	495	W	0	
7/19/2018 07:33:04	496	W	0	
7/19/2018 07:33:08	497	W	0	
7/19/2018 07:33:12	498	W	0	
7/19/2018 07:33:16	499	W	0	
7/19/2018 07:33:20	500	W	0	
7/19/2018 07:33:24	501	W	0	
7/19/2018 07:33:28	502	W	0	
7/19/2018 07:33:32	503	W	0	
7/19/2018 07:33:36	504	W	0	
7/19/2018 07:33:40	505	W	0	
7/19/2018 07:33:44	506	W	0	
7/19/2018 07:33:48	507	W	0	
7/19/2018 07:33:52	508	W	0	
7/19/2018 07:33:56	509	W	0	
7/19/2018 07:34:00	510	W	0	
7/19/2018 07:34:04	511	W	0	
7/19/2018 07:34:08	512	W	0	
7/19/2018 07:34:12	513	W	0	
7/19/2018 07:34:16	514	W	0	
7/19/2018 07:34:20	515	W	0	
7/19/2018 07:34:24	516	W	0	
7/19/2018 07:34:28	517	W	0	
7/19/2018 07:34:32	518	W	0	
7/19/2018 07:34:36	519	W	0	
7/19/2018 07:34:40	520	W	0	
7/19/2018 07:34:44	521	W	0	
7/19/2018 07:34:48	522	W	0	
7/19/2018 07:34:52	523	W	0	
7/19/2018 07:34:56	524	W	0	
7/19/2018 07:35:00	525	W	0	
7/19/2018 07:35:04	526	W	0	
7/19/2018 07:35:08	527	W	0	
7/19/2018 07:35:12	528	W	0	
7/19/2018 07:35:16	529	W	0	
7/19/2018 07:35:20	530	W	0	
7/19/2018 07:35:24	531	W	0	
7/19/2018 07:35:28	532	W	0	
7/19/2018 07:35:32	533	W	0	
7/19/2018 07:35:36	534	W	0	
7/19/2018 07:35:40	535	W	0	
7/19/2018 07:35:44	536	W	0	
7/19/2018 07:35:48	537	W	0	
7/19/2018 07:35:52	538	W	0	
7/19/2018 07:35:56	539	W	0	
7/19/2018 07:36:00	540	W	0	
7/19/2018 07:36:04	541	W	0	
7/19/2018 07:36:08	542	W	0	
7/19/2018 07:36:12	543	W	0	
7/19/2018 07:36:16	544	W	0	
7/19/2018 07:36:20	545	W	0	
7/19/2018 07:36:24	546	W	0	
7/19/2018 07:36:28	547	W	0	
7/19/2018 07:36:32	548	W	0	
7/19/2018 07:36:36	549	W	0	
7/19/2018 07:36:40	550	W	0	
7/19/2018 07:36:44	551	W	0	
7/19/2018 07:36:48	552	W	0	
7/19/2018 07:36:52	553	W	0	
7/19/2018 07:36:56	554	W	0	
7/19/2018 07:37:00	555	W	0	
7/19/2018 07:37:04	556	W	0	
7/19/2018 07:37:08	557	W	0	
7/19/2018 07:37:12	558	W	0	
7/19/2018 07:37:16	559	W	0	
7/19/2018 07:37:20	560	W	0	
7/19/2018 07:37:24	561	W	0	
7/19/2018 07:37:28	562	W	0	
7/19/2018 07:37:32	563	W	0	
7/19/2018 07:37:36	564	W	0	
7/19/2018 07:37:40	565	W	0	
7/19/2018 07:37:44	566	W	0	
7/19/2018 07:37:48	567	W	0	
7/19/2018 07:37:52	568	W	0	
7/19/2018 07:37:56	569	W	0	
7/19/2018 07:38:00	570	W	0	
7/19/2018 07:38:04	571	W	0	
7/19/2018 07:38:08	572	W	0	
7/19/2018 07:38:12	573	W	0	
7/19/2018 07:38:16	574	W	0	
7/19/2018 07:38:20	575	W	0	
7/19/2018 07:38:24	576	W	0	
7/19/2018 07:38:28	577	W	0	
7/19/2018 07:38:32	578	W	0	
7/19/2018 07:38:36	579	W	0	
7/19/2018 07:38:40	580	W	0	
7/19/2018 07:38:44	581	W	0	
7/19/2018 07:38:48	582	W	0	
7/19/2018 07:38:52	583	W	0	
7/19/2018 07:38:56	584	W	0	
7/19/2018 07:39:00	585	W	0	
7/19/2018 07:39:04	586	W	0	
7/19/2018 07:39:08	587	W	0	
7/19/2018 07:39:12	588	W	0	
7/19/2018 07:39:16	589	W	0	
7/19/2018 07:39:20	590	W	0	
7/19/2018 07:39:24	591	W	0	
7/19/2018 07:39:28	592	W	0	
7/19/2018 07:39:32	593	W	0	
7/19/2018 07:39:36	594	W	0	
7/19/2018 07:39:40	595	W	0	
7/19/2018 07:39:44	596	W	0	
7/19/2018 07:39:48	597	W	0	
7/19/2018 07:39:52	598	W	0	
7/19/2018 07:39:56	599	W	0	
7/19/2018 07:40:00	600	W	0	
7/19/2018 07:40:04	601	W	0	
7/19/2018 07:40:08	602	W	0	
7/19/2018 07:40:12	603	W	0	
7/19/2018 07:40:16	604	W	0	
7/19/2018 07:40:20	605	W	0	
7/19/2018 07:40:24	606	W	0	
7/19/2018 07:40:28	607	W	0	
7/19/2018 07:40:32	608	W	0	
7/19/2018 07:40:36	609	W	0	
7/19/2018 07:40:40	610	W	0	
7/19/2018 07:40:44	611	W	0	
7/19/2018 07:40:48	612	W	0	
7/19/2018 07:40:52	613	W	0	
7/19/2018 07:40:56	614	W	0	
7/19/2018 07:41:00	615	W	0	
7/19/2018 07:41:04	616	W	0	
7/19/2018 07:41:08	617	W	0	
7/19/2018 07:41:12	618	W	0	
7/19/2018 07:41:16	619	W	0	
7/19/2018 07:41:20	620	W	0	
7/19/2018 07:41:24	621	W	0	
7/19/2018 07:41:28	622	W	0	
7/19/2018 07:41:32	623	W	0	
7/19/2018 07:41:36	624	W	0	
7/19/2018 07:41:40	625	W	0	
7/19/2018 07:41:44	626	W	0	
7/19/2018 07:41:48	627	W	0	
7/19/2018 07:41:52	628	W	0	
7/19/2018 07:41:56	629	W	0	
7/19/2018 07:42:00	630	W	0	
7/19/2018 07:42:04	631	W	0	
7/19/2018 07:42:08	632	W	0	
7/19/2018 07:42:12	633	W	0	
7/19/2018 07:42:16	634	W	0	
7/19/2018 07:42:20	635	W	0	
7/19/2018 07:42:24	636	W	0	
7/19/2018 07:42:28	637	W	0	
7/19/2018 07:42:32	638	W	0	
7/19/2018 07:42:36	639	W	0	
7/19/2018 07:42:40	640	W	0	
7/19/2018 07:42:44	641	W	0	
7/19/2018 07:42:48	642	W	0	
7/19/2018 07:42:52	643	W	0	
7/19/2018 07:42:56	644	W	0	
7/19/2018 07:43:00	645	W	0	
7/19/2018 07:43:04	646	W	0	
7/19/2018 07:43:08	647	W	0	
7/19/2018 07:43:12	648	W	0	
7/19/2018 07:43:16	649	W	0	
