File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:20:11	149	W	0	
1/30/2021 13:20:15	150	W	0	
1/30/2021 13:20:19	151	W	0	
1/30/2021 13:20:23	152	W	0	
1/30/2021 13:20:27	153	W	0	
1/30/2021 13:20:31	154	W	0	
1/30/2021 13:20:35	155	W	0	
1/30/2021 13:20:39	156	W	0	
1/30/2021 13:20:43	157	W	0	
1/30/2021 13:20:47	158	W	0	
1/30/2021 13:20:51	159	W	0	
1/30/2021 13:20:55	160	W	0	
1/30/2021 13:20:59	161	W	0	
1/30/2021 13:21:03	162	W	0	
1/30/2021 13:21:07	163	W	0	
1/30/2021 13:21:11	164	W	0	
1/30/2021 13:21:15	165	W	0	
1/30/2021 13:21:19	166	W	0	
1/30/2021 13:21:23	167	W	0	
1/30/2021 13:21:27	168	W	0	
1/30/2021 13:21:31	169	W	0	
1/30/2021 13:21:35	170	W	0	
1/30/2021 13:21:39	171	W	0	
1/30/2021 13:21:43	172	W	0	
1/30/2021 13:21:47	173	W	0	
1/30/2021 13:21:51	174	W	0	
1/30/2021 13:21:55	175	W	0	
1/30/2021 13:21:59	176	W	0	
1/30/2021 13:22:03	177	W	0	
1/30/2021 13:22:07	178	W	0	
1/30/2021 13:22:11	179	W	0	
1/30/2021 13:22:15	180	W	0	
1/30/2021 13:22:19	181	W	0	
1/30/2021 13:22:23	182	W	0	
1/30/2021 13:22:27	183	W	0	
1/30/2021 13:22:31	184	W	0	
1/30/2021 13:22:35	185	W	0	
1/30/2021 13:22:39	186	W	0	
1/30/2021 13:22:43	187	W	0	
1/30/2021 13:22:47	188	W	0	
1/30/2021 13:22:51	189	W	0	
1/30/2021 13:22:55	190	W	0	
1/30/2021 13:22:59	191	W	0	
1/30/2021 13:23:03	192	W	0	
1/30/2021 13:23:07	193	W	0	
1/30/2021 13:23:11	194	W	0	
1/30/2021 13:23:15	195	W	0	
1/30/2021 13:23:19	196	W	0	
1/30/2021 13:23:23	197	W	0	
