Subject,AllMovements,0-30,30-60,60-90,90-120,120-150,150-180,180-210,210-240,240-270,270-300,300-330,330-360,360-390,390-420,420-450,450-480,480-510,510-540,540-570,570-600,600-630,630-660,660-690,690-720,720-750,750-780,780-810,810-840,840-870,870-900,900-930,930-960,960-990,990-1020,1020-1050,1050-1080,1080-1110,1110-1140,1140-1170,1170-1200,1200-1230,1230-1260
INC25,Freezing (F),2.4,8.4,20.4,17.4,23.0,21.0,12.6,13.0,14.4,21.0,9.2,15.0,12.0,0.0,8.0,11.2,2.4,5.4,6.8,7.6,3.6,0.0,9.6,4.2,3.6,1.6,13.6,1.2,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.0
