Subject,AllMovements,0-30,30-60,60-90,90-120,120-150,150-180,180-210,210-240,240-270,270-300,300-330,330-360
INC24,Freezing (F),6.0,8.8,15.2,22.8,2.8,8.8,3.8,6.8,3.6,12.8,10.0,5.6
